Mode,night(>180),night(>250),night(70<=<=180),night(70<=<=150),night(<70),night(<54),day(>180),day(>250),day(70<=<=180),day(70<=<=150),day(<70),day(<54),whole_day(>180),whole_day(>250),whole_day(70<=<=180),whole_day(70<=<=150),whole_day(<70),whole_day(<54)
Manual,4.3898809523809526,1.0912698412698412,19.890873015873016,14.260912698412698,0.7192460317460317,0.0,26.488095238095237,9.027777777777779,43.973214285714285,30.307539682539684,4.117063492063492,1.7857142857142858,30.87797619047619,10.119047619047619,63.864087301587304,44.56845238095238,4.836309523809524,1.7857142857142858
Auto,2.8399967886962107,0.39739884393063585,21.54383429672447,18.62957610789981,0.6001123956326269,0.13648041104688502,20.006422607578678,4.541987797045601,51.26445086705202,38.56173731535003,3.3738760436737314,1.009553628773282,22.846419396274886,4.939386640976236,72.80828516377649,57.19131342324984,3.9739884393063583,1.146034039820167
